wrinkle,tone,elasticity,moisture,skinage
23 ,31 ,32 ,19 ,71 
28 ,26 ,25 ,25 ,71 
72 ,68 ,76 ,70 ,17 
64 ,68 ,60 ,63 ,29 
74 ,76 ,65 ,81 ,19 
37 ,38 ,39 ,30 ,61 
46 ,31 ,46 ,47 ,48 
57 ,57 ,56 ,45 ,39 
55 ,57 ,51 ,55 ,39 
49 ,48 ,47 ,55 ,55 
32 ,32 ,26 ,34 ,56 
58 ,64 ,70 ,67 ,30 
45 ,46 ,43 ,47 ,50 
26 ,37 ,39 ,29 ,58 
26 ,19 ,29 ,29 ,71 
58 ,52 ,57 ,42 ,37 
55 ,55 ,68 ,56 ,43 
46 ,40 ,39 ,47 ,48 
53 ,55 ,59 ,59 ,42 
74 ,70 ,71 ,73 ,17 
70 ,81 ,80 ,70 ,20 
27 ,40 ,26 ,30 ,76 
70 ,69 ,64 ,65 ,32 
43 ,49 ,40 ,44 ,49 
44 ,44 ,51 ,51 ,53 
53 ,53 ,56 ,54 ,39 
62 ,52 ,55 ,54 ,41 
49 ,41 ,55 ,51 ,54 
55 ,47 ,56 ,51 ,37 
22 ,27 ,26 ,19 ,69 
59 ,58 ,55 ,53 ,41 
48 ,59 ,51 ,62 ,40 
82 ,80 ,81 ,74 ,24 
27 ,32 ,31 ,32 ,55 
24 ,22 ,18 ,27 ,68 
63 ,74 ,59 ,59 ,29 
41 ,39 ,28 ,37 ,61 
58 ,60 ,60 ,49 ,42 
49 ,48 ,44 ,48 ,52 
26 ,23 ,30 ,19 ,70 
43 ,34 ,37 ,33 ,62 
17 ,32 ,34 ,21 ,71 
37 ,28 ,21 ,28 ,73 
53 ,59 ,52 ,58 ,41 
20 ,22 ,26 ,21 ,67 
31 ,30 ,43 ,30 ,58 
28 ,35 ,38 ,39 ,60 
45 ,46 ,50 ,38 ,50 
35 ,35 ,27 ,35 ,58 
83 ,86 ,72 ,71 ,23 
46 ,54 ,52 ,56 ,37 
75 ,84 ,82 ,83 ,26 
88 ,79 ,72 ,75 ,24 
69 ,73 ,58 ,82 ,15 
29 ,30 ,30 ,22 ,73 
75 ,69 ,66 ,61 ,33 
52 ,64 ,55 ,55 ,41 
57 ,57 ,52 ,50 ,59 
28 ,24 ,20 ,23 ,69 
64 ,60 ,71 ,70 ,31 
79 ,78 ,80 ,74 ,23 
48 ,38 ,42 ,37 ,46 
39 ,41 ,34 ,52 ,46 
56 ,52 ,58 ,50 ,39 
54 ,62 ,52 ,59 ,42 
39 ,37 ,29 ,30 ,59 
32 ,30 ,34 ,29 ,76 
33 ,36 ,37 ,30 ,59 
65 ,68 ,61 ,65 ,30 
31 ,34 ,35 ,35 ,59 
33 ,36 ,42 ,33 ,61 
24 ,21 ,23 ,19 ,67 
71 ,81 ,77 ,81 ,22 
57 ,62 ,54 ,58 ,43 
31 ,37 ,32 ,39 ,60 
81 ,62 ,76 ,72 ,18 
40 ,47 ,41 ,38 ,46 
37 ,42 ,33 ,24 ,59 
69 ,66 ,70 ,69 ,34 
41 ,31 ,37 ,25 ,59 
39 ,30 ,43 ,37 ,62 
57 ,62 ,57 ,56 ,43 
68 ,81 ,79 ,70 ,19 
38 ,29 ,32 ,27 ,57 
20 ,17 ,24 ,23 ,66 
24 ,17 ,29 ,21 ,68 
28 ,28 ,27 ,24 ,72 
53 ,59 ,70 ,64 ,27 
65 ,57 ,71 ,68 ,30 
23 ,25 ,33 ,27 ,72 
38 ,38 ,38 ,31 ,61 
20 ,25 ,36 ,26 ,72 
63 ,54 ,55 ,58 ,43 
59 ,61 ,54 ,51 ,41 
53 ,53 ,61 ,52 ,40 
58 ,60 ,46 ,55 ,40 
24 ,29 ,28 ,21 ,70 
53 ,44 ,58 ,49 ,36 
30 ,21 ,18 ,25 ,68 
60 ,65 ,58 ,58 ,45 
50 ,47 ,42 ,43 ,50 
39 ,36 ,28 ,37 ,60 
63 ,57 ,48 ,56 ,41 
64 ,57 ,57 ,66 ,26 
24 ,16 ,29 ,25 ,68 
56 ,48 ,52 ,57 ,38 
63 ,60 ,68 ,63 ,28 
33 ,40 ,41 ,36 ,62 
25 ,26 ,18 ,23 ,68 
46 ,49 ,43 ,41 ,50 
27 ,42 ,36 ,42 ,62 
17 ,18 ,29 ,23 ,67 
59 ,55 ,52 ,52 ,40 
24 ,24 ,17 ,23 ,67 
27 ,25 ,23 ,21 ,69 
81 ,82 ,78 ,77 ,24 
44 ,53 ,42 ,48 ,52 
33 ,37 ,37 ,32 ,60 
37 ,30 ,33 ,31 ,58 
39 ,35 ,36 ,32 ,61 
85 ,66 ,78 ,68 ,19 
58 ,68 ,66 ,60 ,28 
53 ,35 ,35 ,46 ,47 
49 ,58 ,70 ,62 ,25 
68 ,67 ,71 ,59 ,31 
26 ,21 ,39 ,31 ,55 
32 ,42 ,34 ,45 ,64 
28 ,37 ,41 ,30 ,59 
67 ,64 ,65 ,57 ,28 
49 ,54 ,61 ,46 ,37 
63 ,57 ,58 ,50 ,42 
41 ,40 ,49 ,37 ,47 
43 ,33 ,29 ,38 ,61 
25 ,39 ,38 ,32 ,58 
58 ,51 ,57 ,47 ,38 
45 ,41 ,37 ,42 ,46 
30 ,30 ,28 ,34 ,56 
75 ,76 ,78 ,66 ,19 
59 ,48 ,53 ,55 ,39 
62 ,62 ,69 ,69 ,30 
59 ,53 ,49 ,56 ,39 
21 ,26 ,22 ,29 ,70 
23 ,20 ,30 ,26 ,70 
73 ,79 ,75 ,72 ,20 
66 ,71 ,65 ,68 ,33 
33 ,43 ,42 ,39 ,64 
67 ,67 ,78 ,67 ,15 
37 ,28 ,34 ,39 ,59 
55 ,59 ,39 ,45 ,55 
34 ,18 ,24 ,24 ,70 
25 ,28 ,29 ,24 ,72 
42 ,38 ,36 ,37 ,63 
52 ,62 ,60 ,50 ,41 
57 ,57 ,49 ,65 ,42 
25 ,18 ,25 ,26 ,68 
30 ,31 ,26 ,28 ,74 
75 ,60 ,55 ,68 ,30 
44 ,38 ,53 ,51 ,51 
75 ,80 ,69 ,73 ,20 
77 ,78 ,72 ,80 ,22 
62 ,51 ,60 ,53 ,41 
59 ,66 ,55 ,56 ,44 
55 ,57 ,60 ,65 ,24 
60 ,67 ,64 ,64 ,29 
47 ,51 ,54 ,46 ,54 
75 ,79 ,71 ,84 ,22 
51 ,55 ,65 ,56 ,42 
44 ,43 ,34 ,39 ,65 
23 ,28 ,31 ,24 ,71 
74 ,69 ,72 ,77 ,18 
75 ,76 ,79 ,86 ,24 
50 ,56 ,59 ,63 ,42 
74 ,60 ,60 ,74 ,12 
38 ,27 ,25 ,30 ,55 
70 ,74 ,80 ,72 ,19 
61 ,69 ,60 ,65 ,29 
70 ,62 ,65 ,62 ,30 
69 ,68 ,64 ,64 ,31 
49 ,50 ,34 ,43 ,49 
68 ,69 ,64 ,86 ,17 
79 ,83 ,73 ,74 ,22 
67 ,66 ,63 ,70 ,32 
21 ,21 ,27 ,21 ,67 
33 ,11 ,16 ,23 ,66 
69 ,66 ,75 ,71 ,35 
42 ,45 ,41 ,42 ,47 
39 ,43 ,33 ,32 ,61 
75 ,74 ,74 ,74 ,19 
54 ,57 ,63 ,64 ,25 
31 ,41 ,51 ,30 ,63 
53 ,57 ,56 ,58 ,41 
41 ,46 ,42 ,47 ,49 
53 ,65 ,61 ,69 ,27 
57 ,54 ,56 ,52 ,40 
27 ,18 ,26 ,29 ,70 
37 ,36 ,37 ,34 ,61 
70 ,73 ,78 ,73 ,18 
63 ,60 ,67 ,60 ,27 
51 ,48 ,44 ,54 ,54 
68 ,63 ,69 ,67 ,32 
40 ,30 ,30 ,35 ,59 
29 ,26 ,25 ,30 ,73 
53 ,59 ,63 ,61 ,44 
54 ,41 ,42 ,46 ,51 
68 ,71 ,73 ,66 ,34 
27 ,30 ,23 ,24 ,71 
61 ,61 ,75 ,59 ,29 
55 ,53 ,57 ,50 ,39 
59 ,67 ,55 ,68 ,27 
50 ,58 ,45 ,45 ,35 
80 ,71 ,66 ,69 ,16 
39 ,26 ,34 ,30 ,57 
51 ,59 ,42 ,56 ,37 
45 ,48 ,42 ,38 ,48 
60 ,57 ,48 ,54 ,40 
23 ,17 ,24 ,19 ,66 
30 ,23 ,20 ,21 ,69 
37 ,35 ,36 ,45 ,64 
29 ,27 ,34 ,29 ,75 
57 ,58 ,46 ,52 ,38 
45 ,48 ,48 ,36 ,49 
69 ,73 ,83 ,75 ,20 
70 ,79 ,82 ,82 ,23 
22 ,31 ,33 ,29 ,74 
80 ,80 ,76 ,74 ,23 
74 ,62 ,64 ,72 ,33 
32 ,46 ,42 ,56 ,49 
81 ,67 ,72 ,76 ,19 
29 ,26 ,23 ,25 ,71 
23 ,36 ,35 ,39 ,58 
74 ,72 ,73 ,73 ,18 
58 ,70 ,73 ,65 ,31 
46 ,48 ,54 ,46 ,53 
19 ,31 ,38 ,32 ,75 
54 ,53 ,49 ,35 ,53 
65 ,64 ,65 ,65 ,30 
51 ,53 ,56 ,45 ,56 
37 ,35 ,34 ,36 ,61 
77 ,68 ,79 ,73 ,19 
75 ,85 ,71 ,76 ,22 
26 ,17 ,34 ,34 ,73 
24 ,33 ,27 ,44 ,57 
28 ,27 ,28 ,30 ,73 
50 ,51 ,56 ,51 ,37 
66 ,70 ,75 ,69 ,15 
39 ,35 ,49 ,44 ,47 
71 ,65 ,62 ,60 ,29 
49 ,54 ,54 ,58 ,39 
21 ,24 ,21 ,22 ,67 
30 ,21 ,24 ,32 ,72 
73 ,70 ,82 ,74 ,20 
64 ,65 ,64 ,66 ,30 
24 ,23 ,30 ,29 ,72 
77 ,79 ,71 ,75 ,20 
53 ,53 ,52 ,50 ,37 
67 ,74 ,69 ,63 ,33 
16 ,17 ,27 ,29 ,67 
79 ,75 ,80 ,73 ,22 
61 ,71 ,65 ,62 ,30 
56 ,54 ,60 ,68 ,25 
61 ,63 ,57 ,69 ,27 
62 ,69 ,65 ,65 ,30 
59 ,59 ,54 ,51 ,41 
24 ,17 ,25 ,30 ,69 
69 ,62 ,65 ,60 ,29 
38 ,49 ,48 ,43 ,50 
27 ,18 ,30 ,21 ,69 
41 ,31 ,40 ,32 ,61 
65 ,68 ,57 ,66 ,29 
20 ,30 ,26 ,29 ,71 
64 ,58 ,63 ,66 ,28 
75 ,69 ,78 ,76 ,20 
55 ,60 ,51 ,55 ,40 
48 ,47 ,44 ,44 ,51 
21 ,24 ,24 ,22 ,68 
69 ,61 ,65 ,67 ,30 
24 ,25 ,33 ,29 ,73 
41 ,37 ,46 ,42 ,47 
43 ,43 ,43 ,42 ,47 
40 ,46 ,41 ,46 ,48 
35 ,33 ,31 ,40 ,60 
60 ,63 ,56 ,45 ,41 
80 ,83 ,64 ,68 ,19 
34 ,37 ,41 ,36 ,62 
63 ,60 ,45 ,51 ,40 
48 ,50 ,44 ,51 ,34 
38 ,30 ,33 ,35 ,59 
75 ,75 ,74 ,75 ,20 
41 ,49 ,42 ,47 ,50 
38 ,40 ,49 ,52 ,50 
42 ,35 ,41 ,33 ,63 
54 ,57 ,57 ,51 ,40 
40 ,38 ,52 ,47 ,49 
60 ,50 ,61 ,62 ,43 
26 ,19 ,22 ,21 ,67 
22 ,21 ,27 ,27 ,69 
49 ,53 ,45 ,40 ,52 
72 ,78 ,76 ,81 ,22 
44 ,43 ,46 ,46 ,50 
29 ,32 ,30 ,38 ,57 
17 ,30 ,30 ,27 ,71 
61 ,56 ,51 ,58 ,41 
30 ,34 ,34 ,33 ,58 
18 ,19 ,27 ,34 ,70 
54 ,59 ,65 ,66 ,26 
64 ,63 ,61 ,60 ,27 
62 ,71 ,55 ,65 ,28 
42 ,30 ,45 ,32 ,62 
36 ,33 ,42 ,39 ,62 
70 ,71 ,72 ,74 ,17 
55 ,46 ,44 ,55 ,55 
73 ,74 ,74 ,77 ,19 
67 ,72 ,62 ,62 ,31 
24 ,21 ,25 ,27 ,69 
42 ,32 ,32 ,35 ,60 
73 ,66 ,76 ,72 ,17 
69 ,81 ,79 ,74 ,21 
54 ,50 ,48 ,47 ,55 
46 ,42 ,38 ,37 ,46 
54 ,39 ,41 ,44 ,50 
78 ,85 ,72 ,76 ,23 
42 ,50 ,50 ,51 ,53 
29 ,35 ,33 ,31 ,57 
55 ,41 ,43 ,47 ,52 
53 ,49 ,51 ,57 ,37 
57 ,44 ,52 ,59 ,38 
18 ,20 ,23 ,19 ,65 
45 ,37 ,27 ,37 ,62 
72 ,74 ,78 ,68 ,38 
40 ,31 ,26 ,29 ,56 
29 ,38 ,32 ,39 ,59 
51 ,48 ,50 ,58 ,36 
75 ,68 ,79 ,71 ,18 
62 ,69 ,67 ,66 ,31 
44 ,46 ,51 ,45 ,51 
34 ,38 ,25 ,32 ,57 
61 ,59 ,70 ,55 ,26 
29 ,29 ,33 ,39 ,58 
38 ,39 ,36 ,34 ,62 
64 ,53 ,61 ,61 ,25 
50 ,60 ,64 ,45 ,40 
77 ,72 ,79 ,73 ,20 
74 ,63 ,65 ,66 ,32 
58 ,43 ,53 ,51 ,36 
48 ,41 ,41 ,49 ,50 
68 ,67 ,61 ,54 ,27 
42 ,50 ,46 ,54 ,53 
49 ,45 ,45 ,41 ,50 
30 ,34 ,37 ,23 ,76 
50 ,66 ,66 ,72 ,29 
58 ,69 ,62 ,47 ,44 
31 ,31 ,21 ,19 ,71 
55 ,63 ,63 ,68 ,27 
63 ,88 ,78 ,67 ,19 
62 ,50 ,53 ,53 ,39 
74 ,81 ,78 ,71 ,21 
45 ,48 ,42 ,53 ,32 
73 ,75 ,82 ,82 ,23 
27 ,29 ,27 ,27 ,72 
49 ,49 ,37 ,49 ,51 
36 ,32 ,44 ,34 ,62 
67 ,55 ,65 ,74 ,30 
38 ,37 ,40 ,50 ,46 
22 ,23 ,30 ,23 ,70 
56 ,50 ,49 ,63 ,39 
44 ,43 ,34 ,39 ,45 
71 ,57 ,62 ,58 ,27 
72 ,74 ,71 ,75 ,18 
34 ,50 ,38 ,44 ,47 
86 ,77 ,68 ,73 ,21 
40 ,36 ,33 ,31 ,60 
57 ,56 ,60 ,59 ,43 
66 ,78 ,75 ,80 ,19 
33 ,28 ,35 ,32 ,57 
39 ,31 ,33 ,35 ,59 
25 ,24 ,17 ,28 ,69 
22 ,37 ,22 ,21 ,71 
38 ,47 ,48 ,44 ,49 
46 ,54 ,47 ,48 ,54 
56 ,52 ,51 ,54 ,38 
58 ,54 ,42 ,62 ,39 
58 ,55 ,48 ,48 ,37 
62 ,67 ,65 ,66 ,30 
42 ,48 ,61 ,56 ,36 
45 ,43 ,49 ,46 ,51 
22 ,36 ,28 ,21 ,72 
76 ,71 ,71 ,79 ,19 
56 ,53 ,51 ,55 ,39 
42 ,39 ,46 ,38 ,46 
52 ,40 ,43 ,44 ,50 
42 ,49 ,47 ,41 ,50 
19 ,21 ,27 ,26 ,68 
27 ,24 ,18 ,27 ,69 
24 ,29 ,27 ,28 ,72 
75 ,75 ,65 ,78 ,18 
37 ,38 ,43 ,40 ,64 
52 ,55 ,50 ,45 ,55 
71 ,74 ,73 ,75 ,18 
60 ,60 ,60 ,71 ,28 
72 ,73 ,78 ,68 ,38 
35 ,36 ,32 ,31 ,58 
28 ,19 ,26 ,23 ,69 
26 ,23 ,22 ,26 ,69 
34 ,39 ,36 ,30 ,60 
63 ,70 ,66 ,66 ,31 
49 ,58 ,42 ,37 ,52 
40 ,33 ,39 ,34 ,61 
42 ,45 ,46 ,51 ,51 
39 ,35 ,33 ,33 ,60 
45 ,33 ,33 ,34 ,61 
40 ,35 ,41 ,39 ,64 
55 ,58 ,41 ,51 ,56 
38 ,33 ,29 ,33 ,58 
22 ,22 ,29 ,24 ,69 
38 ,56 ,46 ,49 ,52 
48 ,35 ,55 ,39 ,49 
52 ,52 ,54 ,47 ,36 
55 ,57 ,50 ,56 ,40 
57 ,66 ,62 ,66 ,28 
41 ,46 ,48 ,47 ,50 
23 ,21 ,25 ,12 ,65 
49 ,63 ,50 ,58 ,40 
74 ,67 ,81 ,73 ,19 
70 ,65 ,63 ,74 ,33 
25 ,23 ,26 ,24 ,69 
43 ,44 ,48 ,37 ,48 
27 ,39 ,29 ,31 ,56 
33 ,39 ,44 ,40 ,64 
31 ,19 ,29 ,34 ,73 
59 ,58 ,58 ,57 ,43 
38 ,31 ,41 ,37 ,62 
43 ,49 ,51 ,65 ,37 
38 ,40 ,45 ,44 ,47 
68 ,77 ,74 ,64 ,16 
49 ,51 ,46 ,37 ,51 
51 ,52 ,48 ,53 ,36 
64 ,63 ,61 ,62 ,28 
79 ,77 ,72 ,76 ,21 
69 ,73 ,56 ,66 ,31 
54 ,60 ,58 ,58 ,43 
64 ,63 ,67 ,60 ,28 
33 ,35 ,26 ,22 ,74 
33 ,28 ,29 ,36 ,57 
34 ,40 ,39 ,28 ,60 
22 ,24 ,25 ,26 ,69 
85 ,70 ,76 ,68 ,20 
46 ,37 ,44 ,47 ,48 
74 ,70 ,69 ,77 ,17 
44 ,43 ,38 ,38 ,46 
15 ,22 ,30 ,25 ,68 
38 ,42 ,39 ,36 ,64 
60 ,65 ,62 ,69 ,29 
73 ,78 ,86 ,78 ,23 
64 ,75 ,57 ,63 ,30 
80 ,83 ,79 ,75 ,24 
61 ,52 ,57 ,55 ,41 
31 ,37 ,35 ,35 ,59 
26 ,18 ,22 ,30 ,69 
70 ,68 ,66 ,78 ,15 
73 ,77 ,79 ,81 ,22 
73 ,77 ,75 ,72 ,19 
58 ,60 ,64 ,62 ,26 
69 ,79 ,76 ,77 ,20 
33 ,22 ,31 ,29 ,74 
37 ,40 ,28 ,38 ,61 
73 ,79 ,78 ,73 ,21 
54 ,55 ,50 ,59 ,40 
34 ,43 ,31 ,37 ,61 
21 ,14 ,30 ,30 ,69 
38 ,31 ,39 ,48 ,64 
42 ,37 ,49 ,47 ,49 
54 ,47 ,53 ,54 ,37 
29 ,21 ,19 ,33 ,70 
26 ,18 ,15 ,33 ,68 
76 ,68 ,70 ,69 ,16 
48 ,57 ,47 ,52 ,36 
69 ,72 ,68 ,62 ,33 
54 ,66 ,58 ,53 ,43 
49 ,54 ,66 ,49 ,39 
74 ,74 ,76 ,64 ,17 
33 ,36 ,36 ,43 ,62 
81 ,69 ,71 ,79 ,20 
18 ,26 ,34 ,31 ,72 
27 ,30 ,23 ,31 ,73 
79 ,77 ,78 ,80 ,24 
63 ,59 ,73 ,67 ,30 
51 ,49 ,51 ,56 ,57 
65 ,58 ,68 ,60 ,28 
76 ,68 ,75 ,76 ,19 
52 ,48 ,40 ,45 ,51 
35 ,49 ,52 ,53 ,52 
35 ,42 ,36 ,38 ,63 
26 ,26 ,24 ,32 ,72 
49 ,57 ,52 ,40 ,54 
65 ,72 ,74 ,82 ,18 
53 ,56 ,49 ,54 ,38 
44 ,45 ,43 ,42 ,48 
78 ,66 ,74 ,78 ,19 
37 ,51 ,45 ,46 ,50 
23 ,22 ,29 ,31 ,71 
56 ,55 ,55 ,51 ,39 
48 ,36 ,45 ,42 ,48 
74 ,71 ,68 ,73 ,17 
32 ,37 ,35 ,34 ,59 
32 ,36 ,32 ,38 ,60 
30 ,17 ,27 ,32 ,72 
71 ,87 ,84 ,73 ,24 
66 ,69 ,73 ,61 ,32 
83 ,85 ,77 ,79 ,26 
52 ,58 ,55 ,52 ,39 
48 ,57 ,54 ,58 ,39 
49 ,52 ,64 ,51 ,39 
38 ,25 ,30 ,40 ,58 
75 ,80 ,73 ,65 ,18 
76 ,72 ,76 ,80 ,21 
60 ,57 ,50 ,66 ,43 
43 ,27 ,32 ,33 ,59 
36 ,35 ,37 ,34 ,60 
71 ,61 ,64 ,75 ,13 
27 ,16 ,19 ,32 ,68 
53 ,47 ,55 ,57 ,38 
34 ,33 ,22 ,22 ,73 
83 ,73 ,78 ,80 ,24 
62 ,68 ,72 ,71 ,33 
59 ,42 ,53 ,53 ,37 
30 ,30 ,42 ,21 ,56 
17 ,22 ,22 ,17 ,65 
23 ,21 ,14 ,22 ,65 
24 ,27 ,23 ,31 ,71 
24 ,30 ,19 ,20 ,68 
31 ,24 ,19 ,20 ,69 
25 ,29 ,23 ,30 ,72 
60 ,52 ,50 ,63 ,41 
78 ,75 ,76 ,78 ,22 
39 ,30 ,43 ,41 ,43 
39 ,37 ,32 ,40 ,62 
48 ,41 ,43 ,52 ,51 
29 ,29 ,36 ,41 ,59 
57 ,58 ,53 ,57 ,41 
43 ,42 ,45 ,37 ,47 
42 ,46 ,42 ,43 ,48 
40 ,50 ,51 ,47 ,52 
69 ,74 ,65 ,66 ,34 
53 ,58 ,54 ,55 ,40 
74 ,65 ,66 ,65 ,33 
53 ,59 ,54 ,58 ,41 
74 ,75 ,75 ,68 ,18 
79 ,71 ,71 ,73 ,18 
72 ,75 ,71 ,72 ,37 
29 ,29 ,37 ,39 ,58 
39 ,32 ,33 ,41 ,62 
26 ,22 ,20 ,29 ,69 
79 ,84 ,81 ,64 ,22 
55 ,70 ,58 ,71 ,28 
65 ,67 ,67 ,69 ,32 
57 ,44 ,40 ,44 ,51 
48 ,43 ,48 ,57 ,54 
48 ,53 ,51 ,60 ,38 
56 ,57 ,55 ,63 ,43 
27 ,20 ,26 ,25 ,70 
50 ,45 ,37 ,45 ,49 
62 ,58 ,62 ,69 ,28 
35 ,34 ,32 ,37 ,60 
40 ,31 ,43 ,30 ,61 
26 ,34 ,27 ,26 ,73 
72 ,77 ,73 ,72 ,18 
78 ,79 ,77 ,74 ,22 
76 ,75 ,78 ,83 ,23 
51 ,47 ,43 ,40 ,50 
20 ,18 ,26 ,26 ,67 
74 ,73 ,74 ,79 ,20 
39 ,31 ,28 ,26 ,56 
38 ,34 ,27 ,42 ,60 
22 ,26 ,25 ,19 ,68 
60 ,64 ,58 ,54 ,24 
28 ,36 ,36 ,31 ,58 
35 ,43 ,30 ,29 ,59 
34 ,25 ,46 ,42 ,62 
33 ,35 ,42 ,37 ,62 
64 ,66 ,69 ,61 ,30 
43 ,37 ,36 ,42 ,65 
54 ,38 ,45 ,45 ,50 
27 ,29 ,27 ,25 ,72 
55 ,52 ,50 ,54 ,38 
48 ,48 ,47 ,47 ,53 
33 ,27 ,27 ,33 ,75 
21 ,29 ,29 ,20 ,70 
77 ,79 ,71 ,68 ,19 
22 ,33 ,22 ,31 ,72 
73 ,75 ,72 ,61 ,15 
78 ,75 ,78 ,81 ,23 
45 ,53 ,46 ,51 ,54 
49 ,50 ,50 ,40 ,52 
62 ,65 ,60 ,66 ,28 
46 ,45 ,35 ,44 ,47 
34 ,37 ,35 ,33 ,60 
39 ,37 ,43 ,47 ,66 
62 ,55 ,62 ,65 ,26 
22 ,30 ,29 ,25 ,71 
57 ,59 ,46 ,53 ,39 
21 ,25 ,28 ,23 ,69 
65 ,58 ,67 ,66 ,29 
25 ,23 ,28 ,30 ,72 
23 ,35 ,34 ,19 ,73 
76 ,78 ,69 ,74 ,19 
75 ,79 ,84 ,78 ,24 
47 ,60 ,60 ,65 ,43 
35 ,28 ,25 ,19 ,72 
28 ,31 ,26 ,25 ,73 
61 ,64 ,69 ,59 ,28 
63 ,67 ,67 ,58 ,29 
56 ,56 ,48 ,61 ,40 
30 ,32 ,34 ,33 ,57 
51 ,43 ,37 ,53 ,51 
55 ,52 ,52 ,45 ,36 
59 ,50 ,55 ,41 ,36 
26 ,30 ,23 ,25 ,71 
64 ,69 ,66 ,71 ,32 
57 ,48 ,54 ,52 ,38 
57 ,65 ,63 ,68 ,28 
18 ,23 ,28 ,15 ,66 
53 ,60 ,62 ,55 ,43 
18 ,26 ,29 ,26 ,70 
78 ,74 ,70 ,85 ,22 
20 ,24 ,22 ,18 ,66 
74 ,81 ,75 ,78 ,22 
56 ,62 ,62 ,63 ,46 
32 ,40 ,27 ,36 ,59 
73 ,71 ,80 ,74 ,20 
77 ,72 ,77 ,74 ,20 
76 ,77 ,83 ,80 ,24 
71 ,62 ,63 ,59 ,29 
21 ,21 ,26 ,26 ,69 
82 ,67 ,76 ,73 ,20 
29 ,30 ,38 ,30 ,57 
45 ,48 ,40 ,44 ,49 
39 ,39 ,38 ,34 ,62 
68 ,83 ,75 ,74 ,20 
70 ,87 ,83 ,70 ,22 
43 ,41 ,46 ,40 ,47 
18 ,29 ,19 ,27 ,68 
24 ,28 ,25 ,31 ,72 
30 ,20 ,20 ,18 ,67 
31 ,16 ,27 ,30 ,71 
72 ,70 ,72 ,69 ,16 
55 ,53 ,53 ,55 ,39 
67 ,61 ,61 ,67 ,29 
61 ,48 ,56 ,56 ,40 
23 ,18 ,27 ,25 ,68 
53 ,51 ,48 ,51 ,36 
31 ,34 ,35 ,36 ,59 
64 ,74 ,56 ,59 ,28 
61 ,53 ,65 ,58 ,44 
73 ,78 ,83 ,79 ,23 
44 ,44 ,47 ,46 ,50 
21 ,20 ,27 ,22 ,68 
49 ,51 ,58 ,43 ,35 
42 ,51 ,43 ,44 ,50 
23 ,23 ,31 ,23 ,70 
36 ,56 ,50 ,45 ,52 
29 ,32 ,21 ,21 ,71 
52 ,56 ,56 ,57 ,40 
58 ,56 ,53 ,57 ,41 
53 ,52 ,65 ,51 ,40 
48 ,56 ,59 ,55 ,39 
37 ,49 ,43 ,45 ,49 
44 ,48 ,46 ,54 ,53 
77 ,70 ,68 ,72 ,17 
58 ,64 ,67 ,63 ,28 
65 ,71 ,70 ,70 ,34 
43 ,48 ,45 ,50 ,51 
68 ,68 ,77 ,79 ,18 
36 ,21 ,33 ,37 ,57 
33 ,40 ,34 ,39 ,61 
26 ,31 ,26 ,29 ,73 
66 ,63 ,62 ,59 ,27 
61 ,67 ,71 ,66 ,31 
54 ,57 ,47 ,54 ,38 
59 ,62 ,70 ,61 ,48 
67 ,66 ,70 ,49 ,28 
67 ,76 ,77 ,76 ,19 
62 ,63 ,73 ,74 ,33 
69 ,80 ,70 ,79 ,19 
47 ,45 ,42 ,46 ,50 
64 ,51 ,57 ,48 ,40 
30 ,37 ,43 ,46 ,64 
70 ,66 ,54 ,61 ,28 
45 ,39 ,51 ,45 ,50 
31 ,36 ,27 ,24 ,75 
51 ,49 ,56 ,57 ,38 
18 ,19 ,17 ,30 ,66 
33 ,25 ,22 ,18 ,69 
32 ,42 ,28 ,32 ,59 
34 ,43 ,45 ,47 ,47 
71 ,66 ,64 ,61 ,31 
55 ,67 ,54 ,50 ,41 
25 ,27 ,22 ,21 ,69 
21 ,18 ,30 ,30 ,70 
69 ,78 ,67 ,75 ,17 
37 ,38 ,40 ,35 ,63 
64 ,60 ,61 ,58 ,46 
77 ,69 ,75 ,80 ,20 
72 ,73 ,69 ,76 ,18 
50 ,52 ,37 ,47 ,51 
48 ,47 ,60 ,54 ,37 
21 ,15 ,26 ,18 ,65 
72 ,83 ,72 ,75 ,21 
71 ,60 ,65 ,72 ,32 
51 ,67 ,55 ,60 ,43 
57 ,50 ,49 ,53 ,37 
30 ,36 ,35 ,36 ,59 
26 ,15 ,35 ,28 ,71 
32 ,50 ,43 ,46 ,48 
21 ,21 ,23 ,25 ,68 
52 ,64 ,50 ,45 ,38 
29 ,29 ,21 ,33 ,73 
75 ,73 ,70 ,75 ,18 
61 ,70 ,69 ,71 ,33 
58 ,51 ,58 ,56 ,41 
77 ,79 ,70 ,84 ,23 
44 ,44 ,47 ,47 ,51 
37 ,34 ,30 ,38 ,60 
64 ,76 ,67 ,65 ,33 
49 ,58 ,56 ,52 ,39 
38 ,33 ,26 ,42 ,60 
42 ,40 ,26 ,35 ,61 
69 ,69 ,53 ,64 ,29 
41 ,35 ,40 ,38 ,44 
45 ,46 ,52 ,41 ,51 
62 ,57 ,64 ,52 ,44 
71 ,78 ,80 ,72 ,20 
31 ,33 ,30 ,40 ,58 
23 ,17 ,31 ,21 ,68 
40 ,43 ,41 ,41 ,46 
10 ,24 ,27 ,25 ,67 
